,ID,BIRTH_YEAR,LATINO_DUM,RACE,RACE_TEXT,SEX,SEX_ORIENT,LI1_POINTLESS,LI2_PARENTSSAIDSO,LI3_FORCEDBYPARENTS,LI4_FORCEDBYTEACHERS,LI5_NOSCHOOL,LI6_PROMISEDGIFTS,LI7_AVOIDSCOLDING,PEI1_LOOKBETTER,PEI2_GETBETTERGRADE,PEI3_LOOKHARDWORKER,PEI4_PERFORMBETTER,PEI5_NOTLOOKINCOMPETENT,PEI6_PROVESMART,PEI7_NOTFEELFAILURE,PGI1_NOTLEARNWELL_,PGI2_MISTAKE,PGI3_NOTFINISHHW,IDI1_VALUELEARNING,IDI2_IMPFORGOALS,IDI3_IMPSTUDYCONSISTENTLY,IDI4_TOREACHFOALS,INI1_KNOWPURPOSE,INI2_UNDERSTANDMYSELF,INI3_DEFINEINTERESTS,INI4_OVERCOMECHALLENGES,INI5_GETCONFIDENCE,INI6_FINDPURPOSE,INI7_TOHELPOTHERS,INI8_FINDWORLD,INI9_FINDCAREERS,INI10_GETDESIRETOLEARN,INI11_WANNALEARN,CHECK1,EAA1,EAA2,EAA3,EAA4,EAA5,EAA6,EAA7,EAA8,EAA9,EAA10,EAA11,EAA12,EAA13,CS1,CS2,CS3,CS4,CS5,CS6,CS7,CS8,CS9,CHECK2,PER1,PER2,PER3,PER4,PER5,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,CHECK3,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SA9,SA10,TA1,TA2,TA3,TA4,TA5,TA6,TA7,TA8,TA9,TA10,CHOICE,TYPE_OF_TASK,ATITUDE_TOWARDS_MATH,GOOD_AT_MATH,JOY_MIN,JOY_MAX,JOY_MEAN,JOY_FRE,ANX_MIN,ANX_MAX,ANX_MEAN,ANX_FRE,JOY_PERCENTAGE,ANXIETY_PERCENTAGE,N_H,N_M,N_L,N_WRONG,AVGSCORE,TOTALSCORE,STATE,ATITUDE_TOWARDS_LITERACY,GOOD_AT_LITERACY,SUMSCORE,RT,TIME_SELF_RELIENCE,TIME_HELP_SEEKING,TIME_LOW_PERSIS,VEC_VARIABLES
25,4222,1999,N_latino,White,NA,Female,straight,Vdisagree,disagree,Vdisagree,Vdisagree,disagree,soso,agree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,soso,Vagree,agree,Vagree,pass,Vagree,Vdisagree,Vdisagree,soso,disagree,Vagree,agree,agree,disagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,agree,disagree,agree,agree,Vagree,Vagree,agree,Vagree,disagree,pass,Vagree,Vagree,disagree,agree,Vagree,lowA,moderateA,lowA,moderateA,moderateA,lowA,lowA,highA,lowA,fail,somewhat,notatall,moderately,somewhat,notatall,notatall,notatall,moderately,notatall,moderately,sometimes,often,sometimes,sometimes,often,sometimes,often,sometimes,often,sometimes,Y_Choice,1,1,1,22,99,78,22,22,99,73,75,3.72,12.67,5,6,1,12,1.333333333,16,on site,0,2,13,52.48,288,522,55,NA
26,4555,2000,N_latino,White,NA,Female,straight,Vdisagree,agree,Vdisagree,disagree,disagree,Vdisagree,agree,agree,soso,agree,agree,Vagree,agree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,agree,Vagree,Vagree,agree,Vagree,agree,soso,agree,agree,pass,Vagree,Vdisagree,disagree,agree,agree,agree,Vdisagree,agree,disagree,Vdisagree,disagree,Vdisagree,Vdisagree,Vagree,Vagree,soso,disagree,agree,soso,disagree,Vagree,disagree,pass,agree,Vagree,soso,Vdisagree,agree,someA,moderateA,someA,moderateA,highA,lowA,someA,abitA,lowA,pass,verymuch,notatall,moderately,notatall,notatall,notatall,notatall,verymuch,notatall,verymuch,never,often,sometimes,sometimes,often,sometimes,often,never,often,sometimes,Y_Choice,0,1,1,24,92,67,4,90,98,93,5,9.3,11.63,3,6,1,10,1.2,12,on site,1,1,15,28.04,96,340,3,NA
27,3634,2001,N_latino,White,NA,Female,straight,disagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,disagree,disagree,Vagree,disagree,Vagree,agree,disagree,agree,disagree,disagree,disagree,agree,Vagree,Vagree,Vagree,agree,agree,agree,disagree,agree,agree,agree,disagree,Vagree,disagree,agree,pass,soso,Vdisagree,disagree,Vdisagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,Vagree,agree,agree,Vagree,agree,Vdisagree,disagree,agree,disagree,pass,agree,agree,disagree,disagree,agree,abitA,highA,someA,highA,abitA,someA,abitA,highA,moderateA,fail,moderately,notatall,somewhat,notatall,notatall,notatall,notatall,somewhat,notatall,moderately,often,often,sometimes,sometimes,often,sometimes,often,sometimes,often,often,N_Choice,0,0,0,25,99,76,4,36,99,73,36,1.4,12.59,2,2,2,6,1,6,on site,1,1,19,42.4,85,161,141,NA
28,4210,1999,N_latino,White,NA,Female,straight,agree,soso,Vdisagree,agree,disagree,soso,agree,disagree,soso,disagree,soso,agree,disagree,soso,soso,agree,agree,agree,Vagree,agree,Vagree,agree,Vagree,agree,soso,agree,Vagree,Vagree,soso,Vagree,soso,agree,pass,agree,disagree,soso,soso,soso,Vagree,agree,soso,agree,soso,agree,disagree,soso,agree,agree,agree,soso,Vagree,disagree,Vdisagree,agree,Vdisagree,pass,Vagree,Vagree,disagree,soso,agree,lowA,abitA,lowA,abitA,moderateA,someA,abitA,highA,lowA,pass,somewhat,moderately,moderately,moderately,notatall,moderately,somewhat,somewhat,moderately,somewhat,often,often,sometimes,sometimes,sometimes,never,sometimes,sometimes,often,always,N_Choice,0,0,0,77,99,95,26,58,99,88,93,2.14,7.66,2,9,0,11,1.181818182,13,on site,1,2,14,42.72,64,638,0,NA
29,4507,1999,N_latino,White,NA,Female,straight,disagree,disagree,disagree,disagree,disagree,Vdisagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,soso,agree,agree,agree,agree,soso,agree,Vagree,Vagree,Vagree,agree,agree,Vagree,agree,Vagree,agree,soso,agree,pass,agree,disagree,disagree,soso,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,disagree,Vdisagree,agree,disagree,pass,soso,soso,disagree,disagree,agree,lowA,moderateA,lowA,moderateA,someA,someA,abitA,highA,lowA,pass,somewhat,somewhat,somewhat,notatall,notatall,notatall,somewhat,moderately,notatall,somewhat,sometimes,often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,often,never,N_Choice,0,0,0,23,23,23,1,21,99,65,70,0.33,23.41,4,1,0,5,1.8,9,on site,1,1,20,44.56,153,165,0,NA
30,4219,1999,N_latino,White,NA,Female,straight,Vdisagree,Vdisagree,disagree,disagree,Vdisagree,disagree,Vdisagree,disagree,disagree,disagree,agree,soso,disagree,soso,disagree,disagree,disagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,soso,Vagree,Vagree,Vagree,pass,Vagree,Vdisagree,disagree,Vagree,disagree,agree,disagree,agree,disagree,Vdisagree,disagree,disagree,disagree,agree,Vdisagree,agree,Vdisagree,Vagree,soso,Vdisagree,agree,disagree,pass,Vagree,Vagree,Vagree,Vagree,Vagree,lowA,abitA,lowA,moderateA,someA,lowA,lowA,moderateA,lowA,pass,verymuch,somewhat,somewhat,notatall,notatall,somewhat,notatall,somewhat,notatall,verymuch,sometimes,often,sometimes,sometimes,sometimes,sometimes,often,sometimes,always,sometimes,Y_Choice,0,1,1,24,99,88,31,90,99,97,144,4.38,20.37,13,0,0,13,2,26,on site,0,1,12,45.44,515,0,0,NA
31,4309,1999,N_latino,White,NA,Female,straight,Vdisagree,disagree,Vdisagree,Vdisagree,Vdisagree,agree,disagree,soso,Vagree,soso,agree,Vagree,agree,agree,agree,agree,Vagree,agree,agree,agree,agree,agree,agree,Vagree,Vagree,Vagree,soso,agree,agree,Vagree,Vagree,agree,pass,agree,Vdisagree,disagree,agree,soso,agree,disagree,agree,disagree,Vdisagree,Vdisagree,Vdisagree,disagree,soso,disagree,soso,soso,agree,soso,disagree,soso,soso,pass,agree,soso,agree,agree,Vagree,lowA,abitA,lowA,abitA,someA,lowA,lowA,moderateA,someA,pass,moderately,notatall,moderately,moderately,notatall,somewhat,somewhat,moderately,moderately,moderately,sometimes,often,never,never,sometimes,sometimes,often,sometimes,often,sometimes,Y_Choice,0,1,1,39,98,74,6,22,99,89,37,1.24,7.68,5,2,4,11,1.090909091,12,on site,1,1,14,45,197,160,246,NA
32,4816,1985,N_latino,Black,NA,Female,straight,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,agree,soso,soso,soso,soso,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,pass,Vagree,soso,disagree,Vagree,disagree,agree,agree,Vagree,disagree,disagree,disagree,disagree,Vdisagree,agree,agree,soso,soso,Vagree,agree,agree,agree,soso,pass,Vagree,Vagree,Vagree,disagree,Vagree,moderateA,abitA,someA,highA,abitA,moderateA,someA,highA,lowA,pass,somewhat,verymuch,somewhat,moderately,somewhat,notatall,notatall,somewhat,somewhat,somewhat,sometimes,often,often,sometimes,sometimes,sometimes,sometimes,sometimes,often,often,Y_Choice,1,1,1,77,77,77,1,91,99,95,30,0.22,6.84,5,4,1,10,1.4,14,on site,0,0,15,59,330,551,101,NA
33,4513,2000,N_latino,Black,NA,Female,straight,Vdisagree,Vdisagree,disagree,disagree,Vdisagree,agree,agree,Vagree,agree,agree,agree,Vagree,agree,agree,Vagree,agree,Vagree,agree,Vagree,agree,agree,Vagree,agree,Vagree,agree,Vagree,disagree,agree,Vagree,Vagree,disagree,agree,pass,Vagree,disagree,Vdisagree,disagree,agree,agree,Vagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,agree,disagree,Vagree,Vagree,pass,agree,agree,Vagree,disagree,agree,lowA,highA,lowA,highA,highA,someA,abitA,highA,someA,pass,somewhat,somewhat,somewhat,somewhat,notatall,notatall,notatall,moderately,notatall,somewhat,often,sometimes,often,sometimes,always,sometimes,sometimes,sometimes,often,often,N_Choice,0,0,0,0,0,0,0,90,99,97,56,0,9.05,13,1,0,14,1.928571429,27,on site,1,1,11,38.16,578,85,0,NA
34,4048,2000,N_latino,White,NA,Female,straight,Vdisagree,Vdisagree,disagree,disagree,agree,Vdisagree,disagree,agree,disagree,disagree,agree,agree,disagree,agree,agree,agree,Vagree,Vagree,Vagree,Vagree,Vagree,disagree,agree,Vagree,Vagree,Vagree,agree,agree,disagree,Vagree,agree,Vagree,pass,Vagree,Vdisagree,Vdisagree,agree,disagree,agree,agree,agree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,disagree,Vagree,Vdisagree,disagree,disagree,Vagree,agree,disagree,Vagree,disagree,pass,Vagree,agree,agree,agree,agree,lowA,abitA,lowA,highA,lowA,someA,lowA,highA,lowA,pass,moderately,somewhat,somewhat,somewhat,notatall,somewhat,notatall,moderately,notatall,moderately,sometimes,often,never,sometimes,often,sometimes,often,sometimes,often,often,N_Choice,0,0,0,34,98,81,21,21,99,77,148,2.78,19.6,1,7,1,9,1,9,on site,1,1,16,46.12,33,525,54,NA
35,4789,1999,N_latino,White,NA,Female,straight,Vdisagree,disagree,disagree,disagree,Vdisagree,Vdisagree,disagree,disagree,Vagree,disagree,Vagree,disagree,soso,agree,disagree,disagree,soso,agree,Vagree,Vagree,Vagree,Vagree,agree,Vagree,agree,Vagree,Vagree,Vagree,Vagree,agree,agree,Vagree,pass,Vagree,soso,disagree,agree,disagree,agree,disagree,soso,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,soso,Vagree,agree,Vdisagree,Vagree,Vdisagree,pass,Vagree,agree,agree,agree,Vagree,lowA,moderateA,lowA,abitA,someA,lowA,someA,highA,lowA,pass,verymuch,notatall,moderately,moderately,notatall,notatall,notatall,moderately,notatall,moderately,sometimes,always,never,sometimes,often,sometimes,always,never,often,sometimes,N_Choice,0,0,0,21,99,68,26,21,99,73,154,5.95,35.24,2,5,0,7,1.285714286,9,on site,1,1,18,39.8,69,326,0,NA
36,4447,2000,N_latino,Black,NA,Male,straight,disagree,Vdisagree,soso,Vdisagree,agree,Vdisagree,soso,soso,agree,soso,soso,disagree,Vdisagree,agree,soso,agree,disagree,soso,Vagree,agree,agree,Vagree,soso,agree,agree,agree,agree,agree,soso,soso,soso,agree,pass,agree,disagree,disagree,soso,soso,agree,Vdisagree,soso,Vdisagree,disagree,disagree,disagree,disagree,soso,disagree,soso,Vdisagree,agree,disagree,disagree,soso,Vdisagree,pass,agree,soso,disagree,disagree,agree,someA,highA,lowA,highA,abitA,lowA,moderateA,someA,lowA,pass,verymuch,notatall,moderately,moderately,notatall,notatall,notatall,verymuch,notatall,verymuch,never,always,never,never,sometimes,never,always,often,always,sometimes,Y_Choice,1,1,1,0,0,0,0,21,99,73,37,0,35.58,11,1,1,13,1.769230769,23,on site,1,1,12,20.64,276,45,71,NA
37,4202,1999,Y_latino,White,NA,Female,straight,Vdisagree,Vdisagree,soso,disagree,disagree,Vdisagree,Vagree,Vdisagree,Vdisagree,Vdisagree,soso,agree,Vdisagree,disagree,disagree,disagree,agree,agree,Vagree,agree,Vagree,agree,agree,Vagree,agree,Vagree,Vagree,agree,agree,Vagree,Vagree,agree,pass,Vagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vagree,agree,disagree,Vdisagree,Vdisagree,disagree,Vdisagree,disagree,agree,agree,soso,disagree,Vagree,soso,disagree,Vagree,Vdisagree,pass,agree,agree,Vdisagree,disagree,agree,lowA,abitA,lowA,moderateA,someA,lowA,lowA,moderateA,someA,pass,verymuch,moderately,verymuch,notatall,notatall,somewhat,somewhat,somewhat,notatall,moderately,sometimes,often,never,sometimes,sometimes,sometimes,often,sometimes,often,often,Y_Choice,0,1,1,0,0,0,0,25,99,85,112,0,18.18,3,4,2,9,1.111111111,10,on site,NA,NA,16,47.24,257,183,192,NA
38,4243,1997,N_latino,White,NA,Female,straight,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,agree,agree,agree,agree,agree,Vagree,Vagree,agree,Vdisagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,pass,Vagree,Vdisagree,disagree,agree,disagree,agree,Vdisagree,agree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vagree,disagree,disagree,agree,Vagree,agree,disagree,agree,Vdisagree,pass,agree,agree,disagree,agree,agree,someA,moderateA,lowA,moderateA,abitA,someA,someA,abitA,someA,pass,moderately,notatall,moderately,notatall,notatall,somewhat,somewhat,moderately,somewhat,moderately,sometimes,always,never,sometimes,sometimes,sometimes,often,often,always,sometimes,N_Choice,0,0,0,22,99,82,120,90,99,95,65,9.07,4.91,3,2,1,6,1.333333333,8,on site,3,3,19,67,198,143,123,NA
39,4186,2000,N_latino,White,NA,Female,straight,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,disagree,agree,agree,disagree,soso,agree,agree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,agree,Vagree,agree,agree,Vagree,Vagree,disagree,Vagree,agree,agree,Vagree,Vagree,pass,Vagree,Vdisagree,Vdisagree,agree,Vdisagree,agree,Vdisagree,Vagree,Vdisagree,disagree,Vdisagree,disagree,disagree,Vagree,Vdisagree,agree,soso,agree,Vdisagree,Vdisagree,Vagree,Vdisagree,pass,agree,agree,Vagree,disagree,Vagree,moderateA,highA,abitA,highA,abitA,highA,moderateA,abitA,highA,pass,somewhat,somewhat,somewhat,verymuch,notatall,somewhat,somewhat,somewhat,somewhat,somewhat,often,often,sometimes,often,always,sometimes,often,often,always,often,N_Choice,0,0,0,22,98,75,38,90,99,95,39,8.64,8.86,2,4,6,12,0.666666667,8,on site,1,1,13,51.72,85,347,489,NA
40,4258,1999,N_latino,White,NA,Female,straight,Vdisagree,disagree,Vdisagree,Vdisagree,disagree,agree,disagree,agree,agree,disagree,Vagree,Vagree,disagree,agree,Vagree,Vagree,disagree,Vagree,Vagree,Vagree,agree,agree,Vagree,agree,agree,agree,agree,Vagree,soso,agree,agree,agree,pass,Vagree,disagree,Vdisagree,Vagree,soso,agree,Vdisagree,Vagree,disagree,Vdisagree,disagree,soso,disagree,soso,agree,disagree,Vdisagree,Vagree,agree,disagree,agree,Vagree,pass,Vagree,Vagree,disagree,agree,Vagree,someA,moderateA,someA,moderateA,highA,lowA,lowA,abitA,lowA,pass,verymuch,notatall,verymuch,somewhat,notatall,notatall,somewhat,moderately,notatall,moderately,sometimes,often,sometimes,sometimes,always,sometimes,always,sometimes,often,often,Y_Choice,0,1,1,0,0,0,0,24,99,64,61,0,48.8,3,10,1,14,1.142857143,16,on site,0,0,11,45.44,90,703,92,NA
41,4306,1999,N_latino,White,NA,Female,straight,Vdisagree,agree,disagree,soso,soso,disagree,disagree,soso,agree,soso,Vagree,soso,soso,disagree,soso,soso,soso,agree,Vagree,soso,agree,agree,agree,agree,agree,Vagree,agree,Vagree,agree,Vagree,agree,agree,pass,Vagree,Vdisagree,Vdisagree,Vagree,disagree,agree,disagree,soso,disagree,disagree,Vdisagree,Vdisagree,Vdisagree,agree,agree,soso,soso,soso,soso,soso,soso,soso,pass,agree,agree,agree,soso,Vagree,someA,someA,someA,someA,someA,someA,someA,abitA,someA,pass,moderately,somewhat,moderately,notatall,somewhat,somewhat,somewhat,moderately,somewhat,moderately,never,often,never,never,sometimes,sometimes,often,never,often,never,Y_Choice,0,1,1,42,99,88,8,23,97,57,37,3.43,15.88,4,0,7,11,0.727272727,8,on site,3,3,14,35.28,175,0,307,NA
42,4576,2000,N_latino,White,NA,Female,straight,Vdisagree,agree,disagree,disagree,agree,agree,agree,disagree,agree,agree,disagree,disagree,disagree,agree,disagree,agree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,Vagree,agree,Vagree,agree,Vagree,agree,Vagree,pass,Vagree,Vdisagree,Vdisagree,agree,disagree,Vagree,disagree,Vagree,disagree,Vdisagree,agree,disagree,Vdisagree,agree,agree,agree,Vdisagree,agree,agree,disagree,agree,agree,pass,Vagree,agree,agree,agree,Vagree,lowA,moderateA,lowA,abitA,someA,lowA,lowA,someA,lowA,pass,moderately,notatall,moderately,somewhat,notatall,somewhat,somewhat,moderately,notatall,moderately,sometimes,often,sometimes,sometimes,sometimes,sometimes,often,never,often,sometimes,Y_Choice,0,0,0,0,0,0,0,24,99,77,118,0,28.23,2,9,2,13,1,13,on site,1,1,12,42.68,49,515,154,NA
43,4813,1999,N_latino,Black,NA,Female,straight,disagree,Vagree,Vagree,Vdisagree,agree,Vdisagree,Vagree,Vagree,Vagree,disagree,Vagree,Vagree,disagree,Vagree,Vagree,agree,agree,agree,Vagree,agree,Vagree,soso,disagree,agree,Vagree,agree,Vdisagree,soso,Vdisagree,agree,soso,agree,pass,Vagree,Vdisagree,Vdisagree,agree,disagree,Vagree,Vdisagree,soso,Vdisagree,Vdisagree,Vdisagree,disagree,Vdisagree,Vagree,agree,agree,soso,agree,Vagree,Vdisagree,Vagree,Vdisagree,pass,Vagree,agree,Vdisagree,disagree,Vagree,someA,highA,lowA,abitA,highA,lowA,lowA,abitA,lowA,pass,somewhat,notatall,moderately,notatall,notatall,notatall,verymuch,verymuch,somewhat,verymuch,never,sometimes,never,never,always,often,sometimes,sometimes,always,never,Y_Choice,0,0,0,21,99,74,167,28,99,82,22,37.11,4.89,7,2,2,11,1.454545455,16,on site,2,2,14,32.72,243,163,18,NA
44,4192,2000,N_latino,White,NA,Female,straight,Vdisagree,soso,Vdisagree,Vdisagree,Vdisagree,Vdisagree,agree,Vdisagree,disagree,Vdisagree,soso,agree,disagree,agree,disagree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,agree,Vdisagree,agree,agree,agree,Vdisagree,agree,disagree,disagree,agree,Vagree,pass,Vagree,Vdisagree,disagree,Vagree,disagree,agree,disagree,agree,disagree,disagree,agree,Vdisagree,agree,Vagree,Vagree,Vagree,disagree,disagree,Vagree,Vagree,agree,agree,pass,Vagree,agree,Vdisagree,disagree,Vagree,lowA,abitA,someA,highA,abitA,lowA,moderateA,moderateA,lowA,pass,verymuch,notatall,somewhat,notatall,notatall,notatall,notatall,verymuch,notatall,moderately,never,sometimes,sometimes,never,often,often,often,never,sometimes,sometimes,Y_Choice,0,1,1,23,99,81,93,90,99,96,48,11.73,6.05,0,9,1,10,0.9,9,on site,0,0,15,56.32,0,811,3,NA
45,4546,1999,N_latino,White,NA,Male,straight,Vdisagree,Vdisagree,Vdisagree,agree,disagree,Vdisagree,Vagree,disagree,soso,soso,agree,agree,Vdisagree,agree,agree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,soso,disagree,agree,Vagree,agree,Vdisagree,soso,Vdisagree,Vagree,soso,agree,pass,Vagree,Vdisagree,disagree,agree,disagree,Vagree,soso,agree,Vdisagree,Vdisagree,Vdisagree,Vagree,Vdisagree,Vagree,agree,disagree,disagree,Vagree,disagree,Vagree,Vagree,disagree,pass,Vagree,agree,soso,Vagree,Vagree,lowA,highA,someA,highA,moderateA,someA,lowA,highA,lowA,pass,verymuch,notatall,moderately,somewhat,notatall,notatall,notatall,verymuch,somewhat,somewhat,sometimes,often,sometimes,never,often,never,often,never,often,sometimes,Y_Choice,1,0,0,88,88,88,1,90,99,96,33,0.65,21.29,14,0,0,14,2,28,on site,0,0,11,23.24,363,0,0,NA
46,4399,1999,N_latino,White,NA,Male,straight,Vdisagree,disagree,disagree,disagree,Vdisagree,Vdisagree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,Vagree,soso,Vagree,Vagree,Vagree,agree,agree,agree,agree,Vagree,disagree,Vagree,disagree,Vagree,disagree,agree,pass,Vagree,disagree,disagree,Vdisagree,agree,Vagree,Vdisagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,Vdisagree,disagree,Vagree,disagree,Vdisagree,Vagree,Vdisagree,pass,agree,agree,disagree,agree,agree,someA,highA,lowA,highA,highA,lowA,lowA,highA,lowA,pass,moderately,notatall,moderately,moderately,notatall,notatall,notatall,somewhat,notatall,somewhat,never,often,never,never,often,sometimes,often,never,sometimes,never,N_Choice,0,0,1,47,99,89,22,22,99,87,176,1.52,12.18,5,2,2,9,1.333333333,12,on site,0,2,16,69.16,328,424,232,NA
47,4720,1999,N_latino,White,NA,Male,gay,Vdisagree,Vdisagree,Vdisagree,disagree,Vdisagree,Vdisagree,agree,disagree,agree,disagree,agree,agree,agree,Vagree,Vagree,agree,Vagree,Vagree,agree,agree,Vagree,agree,agree,agree,disagree,agree,soso,agree,agree,Vagree,soso,soso,pass,Vagree,disagree,agree,agree,soso,Vagree,agree,Vdisagree,disagree,agree,agree,Vagree,Vagree,agree,disagree,soso,Vdisagree,Vagree,disagree,Vdisagree,Vagree,disagree,pass,agree,agree,disagree,Vagree,agree,abitA,moderateA,highA,abitA,someA,someA,moderateA,highA,abitA,pass,somewhat,verymuch,somewhat,verymuch,somewhat,moderately,moderately,somewhat,moderately,somewhat,sometimes,never,always,always,often,sometimes,sometimes,often,sometimes,sometimes,N_Choice,0,0,1,22,99,85,95,21,99,61,243,4.63,11.83,1,4,5,10,0.6,6,on site,1,1,15,62.48,72,265,570,NA
48,5035,2001,N_latino,White,NA,Male,straight,soso,Vdisagree,Vdisagree,disagree,Vdisagree,Vdisagree,agree,disagree,soso,disagree,agree,agree,disagree,soso,agree,soso,agree,Vagree,agree,disagree,Vagree,agree,soso,agree,agree,soso,soso,Vagree,soso,soso,disagree,Vagree,pass,agree,disagree,disagree,disagree,disagree,disagree,soso,agree,disagree,agree,disagree,soso,agree,Vagree,Vdisagree,Vdisagree,Vagree,Vagree,Vdisagree,Vdisagree,Vagree,Vdisagree,pass,Vagree,Vagree,Vagree,Vagree,Vagree,lowA,abitA,someA,highA,moderateA,lowA,someA,abitA,someA,pass,moderately,notatall,moderately,notatall,notatall,moderately,notatall,moderately,notatall,verymuch,sometimes,always,sometimes,never,sometimes,sometimes,always,sometimes,always,never,Y_Choice,1,0,2,91,91,91,1,23,97,57,27,0.46,12.44,10,1,0,11,1.909090909,21,online,1,1,14,22.08,281,81,0,NA
49,5038,1980,N_latino,White,NA,Female,straight,Vdisagree,Vdisagree,Vdisagree,Vdisagree,soso,Vdisagree,Vdisagree,soso,agree,soso,agree,soso,disagree,agree,agree,agree,soso,agree,Vdisagree,Vagree,Vagree,disagree,soso,soso,agree,agree,soso,soso,soso,disagree,soso,soso,pass,Vagree,disagree,Vdisagree,Vagree,Vdisagree,Vagree,disagree,agree,Vdisagree,disagree,disagree,disagree,disagree,soso,agree,soso,Vdisagree,disagree,agree,soso,soso,disagree,pass,Vagree,Vagree,Vagree,agree,Vagree,someA,abitA,lowA,abitA,moderateA,lowA,lowA,highA,moderateA,pass,moderately,moderately,moderately,notatall,notatall,notatall,notatall,somewhat,notatall,moderately,never,always,sometimes,never,sometimes,never,often,never,always,never,Y_Choice,0,1,1,21,99,82,31,21,99,64,203,4.35,28.47,2,6,0,8,1.25,10,online,0,2,17,55.96,128,449,0,NA
50,4918,2001,N_latino,White,NA,Female,straight,disagree,soso,disagree,agree,soso,Vdisagree,soso,soso,agree,soso,agree,soso,Vagree,disagree,agree,agree,Vagree,agree,Vagree,Vagree,Vagree,Vagree,agree,agree,agree,soso,agree,agree,agree,agree,soso,agree,pass,agree,disagree,agree,agree,agree,agree,disagree,agree,disagree,soso,agree,soso,soso,Vagree,Vagree,agree,soso,agree,disagree,soso,Vagree,disagree,pass,agree,agree,disagree,agree,agree,lowA,moderateA,lowA,moderateA,moderateA,lowA,moderateA,moderateA,lowA,pass,moderately,moderately,moderately,moderately,notatall,somewhat,notatall,moderately,moderately,moderately,sometimes,often,never,never,sometimes,sometimes,often,sometimes,often,often,N_Choice,0,1,1,87,99,91,4,21,99,88,107,0.9,23.99,8,3,3,14,1.357142857,19,online,2,2,11,45.96,448,265,6,NA
51,5020,2000,N_latino,White,NA,Female,straight,Vdisagree,Vdisagree,Vdisagree,disagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,Vdisagree,disagree,agree,agree,agree,Vagree,Vagree,agree,Vagree,Vagree,Vagree,agree,Vagree,agree,agree,Vagree,agree,Vagree,soso,Vagree,agree,agree,soso,agree,pass,Vagree,disagree,Vdisagree,disagree,Vagree,Vagree,agree,soso,agree,agree,Vagree,agree,agree,soso,Vagree,Vagree,disagree,agree,Vagree,soso,soso,agree,pass,agree,agree,agree,agree,agree,someA,highA,moderateA,abitA,highA,lowA,abitA,highA,moderateA,pass,moderately,somewhat,somewhat,notatall,notatall,moderately,moderately,somewhat,somewhat,somewhat,sometimes,often,sometimes,never,often,sometimes,sometimes,never,often,sometimes,N_Choice,1,1,1,0,0,0,0,29,92,61,8,0,5.13,12,0,4,16,1.5,24,online,0,0,10,30.88461538,281,0,264,NA
